Make,Generic model 1,Matched_genmodel_ID,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
MASERATI,MASERATI LEVANTE,55_9,408.0,512.0,599.0,629.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASERATI,MASERATI QUATTROPORTE,55_10,9.0,39.0,66.0,70.0,121.0,158.0,127.0,23.0,8.0,33.0,47.0,95.0,117.0,159.0,97.0,85.0,47.0,0.0,0.0,1.0
MASERATI,MASERATI SPYDER,55_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,22.0,35.0,61.0,4.0
MAYBACH,MAYBACH 57,56_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0,4.0,0.0,0.0
MAYBACH,MAYBACH 62,56_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,5.0,7.0,2.0,0.0,0.0
MAZDA,MAZDA 2,57_10,4091.0,8360.0,7936.0,7537.0,10122.0,10018.0,8556.0,8764.0,9205.0,11110.0,13546.0,14206.0,9958.0,3795.0,2203.0,2032.0,1761.0,802.0,0.0,0.0
MAZDA,MAZDA 3,57_11,4232.0,4276.0,6899.0,8013.0,10650.0,11950.0,8663.0,5315.0,5337.0,6010.0,9590.0,9399.0,8545.0,8119.0,7285.0,5927.0,2112.0,29.0,0.0,0.0
MAZDA,MAZDA 323,57_1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,574.0,515.0,357.0
MAZDA,MAZDA 5,57_12,0.0,0.0,0.0,0.0,14.0,721.0,628.0,786.0,811.0,932.0,1791.0,2022.0,3502.0,3465.0,1864.0,521.0,0.0,0.0,0.0,0.0
MAZDA,MAZDA 6,57_13,1025.0,4376.0,3234.0,4645.0,7113.0,7152.0,6919.0,4891.0,3563.0,5439.0,7544.0,6727.0,6599.0,5393.0,3344.0,2336.0,1211.0,657.0,246.0,0.0
MAZDA,MAZDA 626,57_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,150.0
MAZDA,MAZDA B2500,57_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MAZDA,MAZDA CX3,57_6,2721.0,16161.0,9522.0,4732.0,4854.0,2365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZDA,MAZDA CX5,57_7,2938.0,1411.0,5924.0,6961.0,7169.0,7249.0,7121.0,5514.0,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZDA,MAZDA CX7,57_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,178.0,538.0,674.0,317.0,306.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZDA,MAZDA DEMIO,57_9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,11.0,12.0,16.0,3.0,0.0,1.0,1.0,137.0,312.0,250.0
MAZDA,MAZDA MPV,57_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,7.0,24.0,24.0,15.0,5.0
MAZDA,MAZDA MX5,57_15,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZDA,MAZDA MX-5,57_15,175.0,3988.0,4060.0,4408.0,3972.0,2864.0,2752.0,3011.0,3034.0,3299.0,4548.0,4059.0,5179.0,7313.0,6251.0,3306.0,3329.0,4260.0,3173.0,1812.0
MAZDA,MAZDA PREMACY,57_17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,151.0,100.0,84.0,144.0
MAZDA,MAZDA RX8,57_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,313.0,473.0,779.0,847.0,632.0,775.0,139.0,0.0,0.0
MAZDA,MAZDA TRIBUTE,57_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,97.0,110.0,82.0,31.0
MCLAREN,MCLAREN 540C,58_2,1.0,7.0,9.0,43.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 570GT,58_3,6.0,52.0,51.0,84.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 570S,58_4,21.0,120.0,195.0,149.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 600LT,58_9,116.0,153.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 650S,58_5,0.0,1.0,0.0,0.0,28.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 675LT,58_6,0.0,0.0,0.0,12.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN 720S,58_7,80.0,145.0,194.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLAREN,MCLAREN P1,58_8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES 200,59_1,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,5.0,5.0,8.0,6.0,10.0,24.0,65.0,11.0,37.0,9.0
MERCEDES,MERCEDES 500,59_7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,17.0,9.0,0.0
MERCEDES,MERCEDES A CLASS,59_8,34775.0,47026.0,40848.0,39355.0,37366.0,27082.0,24248.0,16288.0,5591.0,5864.0,6895.0,7892.0,8325.0,8348.0,7638.0,5597.0,3008.0,3482.0,2535.0,1719.0
MERCEDES,MERCEDES AMG CLASS,59_9,5205.0,9067.0,4122.0,3138.0,1605.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES B CLASS,59_11,2720.0,3975.0,3821.0,5540.0,5293.0,5664.0,8342.0,7238.0,5929.0,3864.0,5035.0,5094.0,4474.0,3854.0,3472.0,804.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES C CLASS,59_12,9676.0,21683.0,28412.0,39648.0,37729.0,40124.0,33031.0,31068.0,30455.0,23539.0,17034.0,16194.0,17711.0,17238.0,15638.0,15552.0,12784.0,10175.0,6250.0,3443.0
MERCEDES,MERCEDES CITAN,59_13,37.0,6.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES CL CLASS,59_15,0.0,0.0,0.0,0.0,0.0,0.0,90.0,109.0,99.0,110.0,166.0,223.0,241.0,478.0,51.0,172.0,228.0,304.0,364.0,208.0
MERCEDES,MERCEDES CLA CLASS,59_16,7782.0,8497.0,8408.0,8032.0,7755.0,3182.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES CLC CLASS,59_17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,839.0,3341.0,4625.0,3242.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES CLK CLASS,59_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3050.0,2868.0,4300.0,4044.0,5294.0,5118.0,4088.0,2371.0,1936.0
MERCEDES,MERCEDES CLS CLASS,59_19,349.0,1021.0,988.0,1437.0,2112.0,2945.0,608.0,862.0,1056.0,1367.0,1245.0,1413.0,1824.0,2482.0,2176.0,1312.0,2.0,0.0,0.0,1.0
MERCEDES,MERCEDES E CLASS,59_20,9725.0,18372.0,20137.0,20884.0,20580.0,21722.0,21475.0,20415.0,16076.0,15448.0,13652.0,8591.0,5754.0,7593.0,5649.0,6916.0,7162.0,5595.0,1996.0,1507.0
MERCEDES,MERCEDES G CLASS,59_21,167.0,139.0,62.0,96.0,80.0,172.0,655.0,610.0,74.0,64.0,13.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,9.0
MERCEDES,MERCEDES GL CLASS,59_22,1.0,1.0,0.0,3.0,214.0,560.0,2.0,0.0,116.0,305.0,215.0,211.0,344.0,649.0,168.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES GLA CLASS,59_23,9386.0,17092.0,16435.0,12308.0,10312.0,8715.0,3401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES GLC CLASS,59_24,11711.0,17627.0,19632.0,12766.0,9509.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES GLE CLASS,59_25,5327.0,3527.0,5810.0,4168.0,5366.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES GLS CLASS,59_26,433.0,395.0,624.0,679.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES ML CLASS,59_27,0.0,0.0,0.0,0.0,7.0,3173.0,3980.0,4407.0,2721.0,2996.0,3184.0,2542.0,3146.0,3319.0,3027.0,1786.0,2662.0,2074.0,1952.0,1145.0
MERCEDES,MERCEDES R CLASS,59_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,309.0,413.0,260.0,244.0,364.0,559.0,506.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES S CLASS,59_29,563.0,1807.0,1951.0,2114.0,1988.0,2128.0,1706.0,1055.0,1348.0,1034.0,1015.0,1034.0,1193.0,1698.0,1374.0,781.0,964.0,1042.0,646.0,579.0
MERCEDES,MERCEDES SL CLASS,59_30,212.0,328.0,352.0,537.0,662.0,766.0,1036.0,1071.0,396.0,225.0,313.0,441.0,706.0,697.0,714.0,1052.0,1706.0,1908.0,888.0,234.0
MERCEDES,MERCEDES SLC CLASS,59_31,544.0,898.0,1356.0,3077.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES,MERCEDES SLK CLASS,59_32,0.0,0.0,0.0,1.0,1193.0,4737.0,4773.0,4558.0,5479.0,2492.0,2014.0,2406.0,3129.0,3387.0,3579.0,4753.0,3118.0,1943.0,2188.0,2454.0
MERCEDES,MERCEDES SPRINTER,59_35,219.0,186.0,158.0,176.0,168.0,165.0,41.0,36.0,18.0,9.0,9.0,4.0,9.0,6.0,9.0,3.0,8.0,10.0,7.0,10.0
MERCEDES,MERCEDES V CLASS,59_36,810.0,1980.0,1859.0,1849.0,1346.0,929.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,144.0,97.0
MERCEDES,MERCEDES VANEO,59_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,52.0,162.0,176.0,229.0,74.0,0.0
MERCEDES,MERCEDES VIANO,59_38,0.0,0.0,0.0,0.0,1.0,125.0,645.0,662.0,567.0,486.0,446.0,454.0,502.0,457.0,385.0,364.0,226.0,0.0,0.0,0.0
MERCEDES,MERCEDES VITO,59_39,729.0,2114.0,1432.0,1238.0,990.0,525.0,572.0,485.0,506.0,318.0,426.0,414.0,113.0,71.0,66.0,40.0,23.0,17.0,11.0,8.0
MERCEDES,MERCEDES X CLASS,59_40,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG,MG 3,53_2,2236.0,3260.0,2566.0,2853.0,3059.0,2400.0,1628.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG,MG 6,53_3,0.0,0.0,0.0,0.0,348.0,473.0,261.0,58.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG,MG GS,53_1,0.0,351.0,932.0,923.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG,MG MG6,53_3,0.0,0.0,0.0,0.0,0.0,2.0,215.0,189.0,603.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MG,MG MGF,53_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,112.0,1567.0
MG,MG TF,53_5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,68.0,178.0,256.0,88.0,41.0,272.0,1190.0,2552.0,2675.0,1744.0,1.0
MG,MG XS,53_10,3923.0,7252.0,5149.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MG,MG ZR,53_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,105.0,761.0,1191.0,858.0,449.0,106.0
MG,MG ZS,53_7,8158.0,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,388.0,623.0,455.0,366.0,118.0
MG,MG ZT,53_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,190.0,715.0,1211.0,904.0,424.0,129.0
MICROCAR,MICROCAR M-GO,61_1,0.0,0.0,35.0,49.0,91.0,62.0,64.0,54.0,61.0,63.0,102.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI,MINI CLUBMAN,54_1,3432.0,5746.0,6930.0,7302.0,8451.0,1240.0,742.0,1415.0,1696.0,2103.0,2720.0,2891.0,4993.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI,MINI COOPER,54_6,26817.0,36432.0,38958.0,35837.0,35204.0,33563.0,23176.0,15965.0,17780.0,17225.0,20724.0,21460.0,18921.0,25790.0,19133.0,19879.0,19128.0,15697.0,10833.0,2859.0
MINI,MINI COUNTRYMAN,54_4,9758.0,16288.0,13653.0,10329.0,7969.0,8206.0,10813.0,10867.0,10168.0,8760.0,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI,MINI FIRST,54_6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,857.0,838.0,1230.0,2091.0,1835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI,MINI JOHN COOPER WORKS,54_9,3083.0,2595.0,2622.0,2535.0,2192.0,2007.0,844.0,1430.0,880.0,674.0,574.0,472.0,426.0,33.0,340.0,54.0,0.0,0.0,0.0,0.0
MINI,MINI ONE,54_6,1155.0,1598.0,1627.0,5801.0,9514.0,11368.0,8517.0,12825.0,14337.0,14263.0,10673.0,7208.0,8311.0,7845.0,8843.0,11168.0,8475.0,6308.0,5074.0,1483.0
MINI,MINI PACEMAN,54_7,0.0,0.0,0.0,118.0,1279.0,1981.0,3663.0,2608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI,MINI ROADSTER,54_8,0.0,0.0,0.0,0.0,1.0,945.0,1103.0,2118.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI,MITSUBISHI ASX,62_1,1425.0,1477.0,2251.0,3860.0,3263.0,4702.0,3869.0,2488.0,2278.0,2377.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI,MITSUBISHI CARISMA,62_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,526.0,691.0,223.0,109.0
MITSUBISHI,MITSUBISHI COLT,62_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,1572.0,1833.0,2881.0,4604.0,5896.0,5715.0,4641.0,3505.0,794.0,78.0,113.0,91.0
MITSUBISHI,MITSUBISHI DELICA,62_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,5.0,4.0,9.0,0.0
MITSUBISHI,MITSUBISHI ECLIPSE,62_7,1195.0,3929.0,5496.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0
MITSUBISHI,MITSUBISHI FTO,62_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MITSUBISHI,MITSUBISHI GALANT,62_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,78.0
MITSUBISHI,MITSUBISHI GRANDIS,62_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,264.0,143.0,384.0,554.0,531.0,287.0,5.0,0.0,0.0
MITSUBISHI,MITSUBISHI L200,62_13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,4.0,7.0,11.0,12.0
MITSUBISHI,MITSUBISHI LANCER,62_14,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,28.0,1534.0,2212.0,1462.0,1818.0,1161.0,1366.0,1376.0,277.0,55.0,26.0,91.0
MITSUBISHI,MITSUBISHI MIRAGE,62_15,701.0,1114.0,1069.0,1250.0,1381.0,1542.0,1784.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI,MITSUBISHI OUTLANDER,62_16,4407.0,8195.0,10457.0,8198.0,10295.0,12296.0,7149.0,2046.0,1200.0,1476.0,1791.0,1592.0,2263.0,1905.0,136.0,272.0,381.0,43.0,0.0,0.0
MITSUBISHI,MITSUBISHI PAJERO,62_17,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,4.0,8.0,4.0
MITSUBISHI,MITSUBISHI SHOGUN,62_18,566.0,651.0,969.0,955.0,1392.0,1743.0,1401.0,841.0,619.0,1025.0,975.0,643.0,1169.0,2954.0,4078.0,5713.0,5516.0,2869.0,1847.0,1211.0
MITSUBISHI,MITSUBISHI SPACE STAR,62_21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,637.0,1163.0,860.0,547.0,229.0
MITSUBISHI,MITSUBISHI SPACE WAGON,62_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,99.0,91.0,45.0
MORGAN,MORGAN AERO,63_2,0.0,0.0,0.0,0.0,2.0,12.0,4.0,4.0,5.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORGAN,MORGAN PLUS 4,63_3,101.0,84.0,60.0,54.0,102.0,97.0,62.0,60.0,50.0,86.0,76.0,71.0,40.0,47.0,22.0,29.0,0.0,0.0,0.0,0.0
MORGAN,MORGAN PLUS 8,63_4,0.0,1.0,9.0,5.0,7.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,11.0,23.0,35.0
MORGAN,MORGAN ROADSTER,63_5,10.0,25.0,28.0,29.0,31.0,28.0,28.0,21.0,19.0,29.0,35.0,34.0,32.0,22.0,14.0,23.0,25.0,0.0,0.0,0.0
NISSAN,NISSAN 350,64_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,347.0,574.0,769.0,1202.0,1327.0,449.0,86.0,0.0
NISSAN,NISSAN 370,64_2,87.0,104.0,139.0,155.0,185.0,172.0,133.0,132.0,133.0,331.0,612.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN ALMERA,64_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,2334.0,9077.0,7738.0,4787.0,4198.0,1928.0
NISSAN,NISSAN CUBE,64_5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,854.0,26.0,11.0,11.0,6.0,7.0,35.0,16.0,2.0,1.0
NISSAN,NISSAN E-NV200,64_7,265.0,213.0,58.0,111.0,98.0,74.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN FAIRLADY,64_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,14.0,3.0,0.0
NISSAN,NISSAN GT,64_13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,253.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN GT-R,64_13,94.0,130.0,148.0,234.0,145.0,138.0,144.0,125.0,137.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN JUKE,64_14,17697.0,18506.0,23275.0,35455.0,36790.0,38016.0,36929.0,35049.0,26803.0,19905.0,4898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN LEAF,64_16,8098.0,5040.0,4885.0,4613.0,3966.0,4040.0,3081.0,1298.0,479.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN MICRA,64_17,6266.0,8433.0,9599.0,12179.0,10781.0,13116.0,14232.0,11531.0,11629.0,12910.0,16759.0,17162.0,15998.0,15554.0,22424.0,22432.0,17910.0,17717.0,12880.0,8139.0
NISSAN,NISSAN MURANO,64_19,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,14.0,108.0,204.0,184.0,198.0,360.0,380.0,2.0,0.0,0.0,0.0
NISSAN,NISSAN NAVARA,64_20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
NISSAN,NISSAN NOTE,64_21,0.0,0.0,0.0,5109.0,10861.0,15077.0,22024.0,11838.0,11810.0,12564.0,15125.0,16285.0,17709.0,14887.0,11636.0,5.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN NV200,64_22,0.0,0.0,37.0,100.0,258.0,220.0,225.0,511.0,294.0,308.0,214.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN NV300,64_23,8.0,8.0,7.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN PATHFINDER,64_24,0.0,0.0,0.0,0.0,0.0,0.0,330.0,396.0,412.0,662.0,507.0,688.0,723.0,1616.0,1643.0,956.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN PATROL,64_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,47.0,62.0,162.0,209.0,90.0,84.0,46.0
NISSAN,NISSAN PIXO,64_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,1879.0,2206.0,4399.0,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN PRIMASTAR,64_30,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,12.0,40.0,5.0,11.0,39.0,45.0,21.0,4.0,0.0,1.0,0.0,0.0
NISSAN,NISSAN PRIMERA,64_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1249.0,1830.0,1373.0,1146.0,888.0,421.0
NISSAN,NISSAN PULSAR,64_32,0.0,0.0,1971.0,4080.0,6287.0,7823.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN,NISSAN QASHQAI,64_33,32264.0,49307.0,47376.0,57548.0,58132.0,56147.0,44914.0,45787.0,41187.0,34500.0,33155.0,25705.0,16116.0,13323.0,3.0,0.0,0.0,1.0,0.0,3.0
NISSAN,NISSAN SERENA,64_35,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,13.0,11.0,12.0,11.0,8.0,7.0,4.0,4.0,16.0
NISSAN,NISSAN SKYLINE,64_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,1.0,7.0,11.0,21.0,6.0,21.0
NISSAN,NISSAN STAGEA,64_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
NISSAN,NISSAN TERRANO,64_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,337.0,677.0,560.0,451.0,310.0
NISSAN,NISSAN X-TRAIL,64_41,4508.0,5587.0,8884.0,16721.0,14851.0,8218.0,3851.0,1595.0,1696.0,2131.0,1468.0,2151.0,3763.0,5430.0,7122.0,6932.0,4958.0,2919.0,1000.0,143.0
NOBLE,NOBLE M600,65_2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPEL,OPEL ASTRA,66_1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,16.0,11.0,9.0,18.0,5.0,17.0,30.0,3.0
OPEL,OPEL INSIGNIA,66_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPEL,OPEL ZAFIRA,66_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,9.0,18.0,52.0,78.0,17.0
