Make,Generic model 1,Matched_genmodel_ID,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
CHEVROLET,CHEVROLET VOLT,16_19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRYSLER,CHRYSLER 300,17_1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,624.0,592.0,1106.0,1812.0,1510.0,162.0,0.0,0.0,0.0,0.0
CHRYSLER,CHRYSLER 300C,17_1,0.0,0.0,0.0,0.0,0.0,1.0,46.0,154.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRYSLER,CHRYSLER CROSSFIRE,17_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,247.0,553.0,606.0,900.0,172.0,0.0,0.0
CHRYSLER,CHRYSLER DELTA,17_3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,533.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRYSLER,CHRYSLER GRAND VOYAGER,17_4,0.0,0.0,0.0,0.0,0.0,3.0,479.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRYSLER,CHRYSLER NEON,17_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,74.0,68.0,83.0
CHRYSLER,CHRYSLER PT CRUISER,17_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,969.0,998.0,828.0,679.0,613.0,348.0,278.0
CHRYSLER,CHRYSLER SEBRING,17_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,495.0,437.0,154.0,0.0,2.0,1.0,1.0,4.0,6.0
CHRYSLER,CHRYSLER VOYAGER,17_9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,371.0,515.0,490.0,679.0,1457.0,1806.0,2545.0,1968.0,1058.0,804.0,383.0,296.0
CHRYSLER,CHRYSLER YPSILON,17_10,0.0,0.0,0.0,0.0,0.0,122.0,1322.0,1744.0,1810.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN BERLINGO,18_2,1701.0,3485.0,2393.0,2173.0,3224.0,3354.0,3672.0,4182.0,4226.0,3289.0,3470.0,5581.0,3023.0,2671.0,3184.0,3352.0,3898.0,3382.0,2050.0,977.0
CITROEN,CITROEN C1,18_6,3734.0,5272.0,6950.0,8700.0,18096.0,17960.0,13565.0,14089.0,14000.0,14241.0,13849.0,13160.0,12482.0,9916.0,6788.0,1067.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN C2,18_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,370.0,3201.0,3183.0,4173.0,3995.0,4252.0,3772.0,448.0,0.0,0.0
CITROEN,CITROEN C3,18_8,12166.0,22544.0,24099.0,19398.0,11003.0,12819.0,14612.0,14408.0,16345.0,17470.0,21664.0,12376.0,7871.0,9758.0,9398.0,9608.0,8685.0,7594.0,2861.0,1.0
CITROEN,CITROEN C4,18_12,3524.0,8814.0,12323.0,15888.0,25948.0,29255.0,22378.0,13689.0,10971.0,10606.0,11256.0,11798.0,17460.0,15454.0,5431.0,3411.0,115.0,0.0,0.0,1.0
CITROEN,CITROEN C5,18_15,5086.0,6499.0,22.0,0.0,103.0,210.0,246.0,396.0,472.0,830.0,1918.0,3385.0,2427.0,923.0,1080.0,844.0,999.0,973.0,772.0,280.0
CITROEN,CITROEN C6,18_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,36.0,81.0,79.0,147.0,76.0,3.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN C8,18_17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,203.0,350.0,528.0,510.0,433.0,287.0,146.0,1.0,0.0
CITROEN,CITROEN C-CROSSER,18_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,38.0,542.0,677.0,901.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN C-ZERO,18_5,0.0,1.0,0.0,6.0,22.0,1.0,3.0,52.0,85.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN DISPATCH,18_18,1.0,93.0,22.0,86.0,112.0,284.0,342.0,243.0,184.0,151.0,249.0,254.0,169.0,96.0,84.0,67.0,22.0,7.0,9.0,0.0
CITROEN,CITROEN DS3,21_1,0.0,0.0,0.0,0.0,18.0,8557.0,18543.0,18843.0,15543.0,10242.0,4662.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN DS4,21_3,0.0,0.0,1.0,0.0,11.0,1140.0,2369.0,3903.0,2618.0,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN DS5,21_5,0.0,0.0,0.0,0.0,0.0,403.0,1093.0,1892.0,1233.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN NEMO,18_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,345.0,562.0,971.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN SAXO,18_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,1539.0,2033.0,2070.0
CITROEN,CITROEN SPACETOURER,18_27,229.0,717.0,895.0,419.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITROEN,CITROEN SYNERGIE,18_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,131.0
CITROEN,CITROEN XANTIA,18_31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
CITROEN,CITROEN XSARA,18_29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1703.0,3538.0,5285.0,10704.0,12569.0,9813.0,9068.0,6125.0,4558.0,2902.0
CORVETTE,CORVETTE C6,19_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0
DACIA,DACIA DUSTER,22_1,8264.0,14571.0,8538.0,6276.0,7097.0,5994.0,5944.0,6910.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DACIA,DACIA LOGAN,22_2,794.0,2284.0,1783.0,2271.0,2824.0,3192.0,2270.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DACIA,DACIA SANDERO,22_3,9344.0,12748.0,12542.0,14937.0,15091.0,15371.0,13608.0,7906.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAEWOO,DAEWOO KALOS,23_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,758.0,517.0,2.0,0.0
DAEWOO,DAEWOO LACETTI,23_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,178.0,0.0,0.0,0.0
DAEWOO,DAEWOO LANOS,23_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,87.0,82.0
DAEWOO,DAEWOO LEGANZA,23_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.0
DAEWOO,DAEWOO MATIZ,23_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,1050.0,488.0,395.0,362.0
DAEWOO,DAEWOO MUSSO,23_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,20.0,30.0
DAEWOO,DAEWOO NUBIRA,23_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,47.0,23.0,6.0,15.0
DAEWOO,DAEWOO TACUMA,23_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,124.0,60.0,24.0,21.0
DAIHATSU,DAIHATSU CHARADE,24_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,343.0,419.0,625.0,441.0,0.0,0.0
DAIHATSU,DAIHATSU COPEN,24_3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,171.0,264.0,249.0,139.0,122.0,254.0,84.0,1.0,0.0
DAIHATSU,DAIHATSU CUORE,24_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,71.0,94.0
DAIHATSU,DAIHATSU FOURTRAK,24_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,112.0
DAIHATSU,DAIHATSU MATERIA,24_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,184.0,286.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
DAIHATSU,DAIHATSU SIRION,24_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,1048.0,2305.0,1788.0,1051.0,1059.0,175.0,216.0,228.0,142.0
DAIHATSU,DAIHATSU TERIOS,24_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,641.0,923.0,1326.0,927.0,639.0,369.0,357.0,203.0,128.0
DAIHATSU,DAIHATSU YRV,24_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,85.0,100.0,105.0
DODGE,DODGE AVENGER,26_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,353.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
DODGE,DODGE CALIBER,26_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,791.0,1015.0,748.0,0.0,0.0,0.0,0.0,0.0
DODGE,DODGE JOURNEY,26_5,1.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,584.0,613.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DODGE,DODGE NITRO,26_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,640.0,885.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0
DS,DS DS3,21_1,1738.0,2168.0,3173.0,6911.0,11872.0,6776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS,DS DS4,21_3,0.0,2.0,386.0,990.0,2355.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS,DS DS5,21_5,0.0,5.0,122.0,272.0,574.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS,DS DS7,21_6,581.0,1457.0,913.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI 360,27_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,72.0,103.0,105.0,85.0
FERRARI,FERRARI 430,27_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI 458,27_6,0.0,0.0,1.0,1.0,5.0,180.0,216.0,290.0,224.0,115.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI 488,27_7,261.0,274.0,387.0,356.0,236.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI 575M,27_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,40.0,20.0,0.0
FERRARI,FERRARI 599,27_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,30.0,29.0,68.0,57.0,13.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI 612,27_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,27.0,19.0,29.0,56.0,25.0,0.0,0.0,0.0
FERRARI,FERRARI CALIFORNIA,27_13,0.0,0.0,8.0,123.0,206.0,222.0,108.0,86.0,116.0,131.0,174.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI F430,27_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,135.0,193.0,174.0,156.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI FF,27_19,0.0,0.0,0.0,0.0,18.0,26.0,37.0,27.0,68.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI LAFERRARI,27_21,0.0,1.0,1.0,5.0,7.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERRARI,FERRARI PORTOFINO,27_23,207.0,275.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT 124,28_1,0.0,15.0,1231.0,776.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT 500,28_2,13198.0,20425.0,24220.0,28129.0,47643.0,48914.0,49591.0,41336.0,29842.0,21944.0,22739.0,21268.0,12141.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT 500L,28_4,217.0,417.0,674.0,195.0,2.0,55.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT 500X,28_5,2074.0,3479.0,1728.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT 850,28_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT BARCHETTA,28_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,11.0,4.0,17.0
FIAT,FIAT BRAVA,28_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0
FIAT,FIAT BRAVO,28_10,0.0,0.0,0.0,0.0,0.0,4.0,62.0,148.0,302.0,504.0,909.0,2218.0,3300.0,2926.0,0.0,0.0,0.0,0.0,5.0,44.0
FIAT,FIAT CROMA,28_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,188.0,63.0,0.0,0.0,0.0,0.0
FIAT,FIAT DOBLO,28_12,146.0,236.0,411.0,530.0,739.0,720.0,557.0,564.0,631.0,733.0,946.0,1472.0,1827.0,1766.0,1329.0,1049.0,960.0,528.0,235.0,47.0
FIAT,FIAT FIORINO,28_13,25.0,2.0,2.0,6.0,3.0,1.0,7.0,31.0,81.0,58.0,25.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT IDEA,28_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,274.0,270.0,409.0,0.0,0.0,0.0
FIAT,FIAT MAREA,28_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,22.0
FIAT,FIAT MULTIPLA,28_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,163.0,145.0,195.0,217.0,167.0,251.0,224.0,188.0,94.0,74.0
FIAT,FIAT PANDA,28_18,1723.0,2537.0,2623.0,3445.0,4779.0,7930.0,7963.0,7580.0,6575.0,5707.0,9712.0,11531.0,6174.0,7012.0,5951.0,4836.0,4408.0,127.0,0.0,0.0
FIAT,FIAT PUNTO,28_19,0.0,0.0,311.0,1212.0,1711.0,2489.0,3722.0,4662.0,6643.0,6942.0,10441.0,11595.0,13231.0,19615.0,15739.0,4459.0,6977.0,4420.0,2452.0,1132.0
FIAT,FIAT QUBO,28_21,38.0,104.0,114.0,192.0,161.0,182.0,295.0,637.0,926.0,702.0,705.0,566.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT SCUDO,28_22,0.0,0.0,0.0,0.0,10.0,5.0,12.0,184.0,9.0,90.0,88.0,201.0,370.0,167.0,3.0,1.0,2.0,0.0,0.0,2.0
FIAT,FIAT SEDICI,28_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,227.0,455.0,604.0,628.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT SEICENTO,28_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,869.0,743.0,605.0
FIAT,FIAT STILO,28_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,525.0,418.0,799.0,493.0,225.0,0.0
FIAT,FIAT TALENTO,28_27,89.0,13.0,52.0,130.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT TIPO,28_28,1005.0,1601.0,1935.0,5949.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIAT,FIAT ULYSSE,28_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,173.0,64.0,15.0,26.0
FORD,FORD B-MAX,29_1,0.0,0.0,662.0,5232.0,7154.0,9841.0,13045.0,15027.0,3037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD C-MAX,29_2,0.0,2583.0,4753.0,7330.0,10640.0,12877.0,16161.0,17773.0,15424.0,17184.0,7482.0,7516.0,16842.0,8208.0,222.0,14.0,9.0,0.0,0.0,0.0
FORD,FORD COUGAR,29_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,167.0
FORD,FORD ECOSPORT,29_4,8895.0,24639.0,21921.0,13027.0,14555.0,10659.0,2592.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD EDGE,29_5,1.0,990.0,1589.0,3856.0,2305.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD ESCORT,29_7,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,86.0
FORD,FORD EXPLORER,29_9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0
FORD,FORD F150,29_11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FORD,FORD FIESTA,29_13,46739.0,74500.0,89564.0,87409.0,113568.0,125619.0,122815.0,113390.0,100228.0,87266.0,91353.0,100975.0,73429.0,73685.0,66133.0,43986.0,39201.0,32345.0,17090.0,6445.0
FORD,FORD FOCUS,29_14,37738.0,53901.0,47374.0,63283.0,64870.0,76895.0,77222.0,77782.0,73326.0,71077.0,64533.0,72711.0,70986.0,77257.0,68079.0,58824.0,43404.0,29093.0,24270.0,14364.0
FORD,FORD FREEDOM,29_40,142.0,85.0,250.0,492.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD FUSION,29_18,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,831.0,2669.0,6267.0,9817.0,9892.0,9775.0,9490.0,7383.0,7530.0,7601.0,1089.0,0.0
FORD,FORD GALAXY,29_19,1589.0,2245.0,2901.0,4274.0,4480.0,2900.0,5039.0,4788.0,5774.0,5636.0,5453.0,5521.0,5540.0,5776.0,3668.0,3875.0,2763.0,2679.0,1345.0,875.0
FORD,FORD GRAND C-MAX,29_20,0.0,1058.0,2738.0,3631.0,6592.0,2557.0,1040.0,1297.0,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD GT,29_22,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0
FORD,FORD INDEPENDENCE,29_41,1041.0,1089.0,738.0,351.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD KA,29_23,0.0,0.0,0.0,2.0,5499.0,13122.0,18490.0,18602.0,17120.0,16383.0,19267.0,19457.0,12296.0,10499.0,7394.0,5197.0,4503.0,3360.0,2943.0,1478.0
FORD,FORD KA+,29_24,7.0,10044.0,10768.0,13116.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD KUGA,29_25,15403.0,39672.0,38265.0,35323.0,33839.0,31140.0,23040.0,13018.0,9815.0,9585.0,10475.0,8915.0,3278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD MAVERICK,29_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59.0,213.0,255.0,90.0
FORD,FORD MONDEO,29_27,1871.0,3836.0,7115.0,11345.0,16291.0,17937.0,12404.0,14016.0,18212.0,16107.0,22124.0,23669.0,25666.0,23237.0,15525.0,14079.0,9870.0,6222.0,4594.0,3915.0
FORD,FORD MONDEO TITANIUM,29_27,448.0,636.0,222.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD MUSTANG,29_28,1043.0,1198.0,2028.0,1807.0,2367.0,268.0,33.0,28.0,24.0,20.0,44.0,33.0,106.0,121.0,133.0,181.0,21.0,13.0,8.0,10.0
FORD,FORD PUMA,29_29,25750.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,768.0,1074.0
FORD,FORD RANGER,29_30,0.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
FORD,FORD S-MAX,29_31,1169.0,2141.0,2416.0,5176.0,6968.0,3397.0,6858.0,6711.0,7589.0,7119.0,10503.0,7822.0,7110.0,8408.0,3515.0,1.0,0.0,0.0,0.0,0.0
FORD,FORD STREETKA,29_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,529.0,1357.0,1170.0,940.0,0.0,0.0
FORD,FORD TOURNEO CONNECT,29_34,2054.0,1874.0,1120.0,1790.0,2295.0,1718.0,113.0,1.0,0.0,0.0,7.0,1.0,5.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0
FORD,FORD TOURNEO COURIER,29_39,291.0,1130.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD TOURNEO CUSTOM,29_35,2697.0,3097.0,3333.0,2600.0,1398.0,2029.0,898.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD TRANSIT CONNECT,29_36,39.0,225.0,322.0,174.0,245.0,324.0,124.0,329.0,224.0,18.0,16.0,21.0,36.0,33.0,22.0,9.0,24.0,14.0,21.0,13.0
FORD,FORD TRANSIT COURIER,29_37,16.0,55.0,24.0,0.0,8.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD,FORD TRANSIT CUSTOM,29_38,232.0,500.0,202.0,148.0,96.0,289.0,351.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HONDA,HONDA ACCORD,34_1,3.0,1.0,3.0,6.0,2.0,168.0,446.0,519.0,1309.0,1428.0,1526.0,3764.0,3985.0,5179.0,5192.0,5419.0,4663.0,2927.0,1297.0,1275.0
HONDA,HONDA CIVIC,34_2,5648.0,12489.0,13638.0,14311.0,16278.0,15198.0,14741.0,15771.0,13703.0,11781.0,18386.0,22363.0,27536.0,33661.0,25219.0,19748.0,17205.0,13894.0,12113.0,9009.0
HONDA,HONDA CRV,34_3,0.0,44.0,8207.0,11754.0,14558.0,14660.0,15363.0,14649.0,12897.0,10448.0,10678.0,10689.0,12371.0,17925.0,12396.0,12205.0,8441.0,7782.0,5648.0,2361.0
HONDA,HONDA CR-V,34_3,5420.0,7873.0,1389.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONDA,HONDA CR-Z,34_4,0.0,0.0,0.0,0.0,0.0,23.0,165.0,295.0,629.0,1458.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HONDA,HONDA FR-V,34_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1369.0,2048.0,2278.0,2579.0,2168.0,320.0,0.0,0.0,0.0
